title,price,location,district,link
2-комнатная квартира · 47.9 м² · 3/5 этаж,13 000 000 〒,Машхур Жусупа 126 — 31 мкр,,https://krisha.kz/a/show/698903880
3-комнатная квартира · 65 м² · 5/5 этаж,14 000 000 〒,Сатпаева 46,,https://krisha.kz/a/show/686490926
3-комнатная квартира · 60.8 м² · 4/5 этаж,15 500 000 〒,Энергетиков 36а,,https://krisha.kz/a/show/762236915
2-комнатная квартира · 50.6 м² · 5/9 этаж,17 000 000 〒,М.Жусупа — ТД Пирамиса,,https://krisha.kz/a/show/693238269
2-комнатная квартира · 54 м² · 1/6 этаж,13 000 000 〒,Сатпаева 8/6,,https://krisha.kz/a/show/698894343
1-комнатная квартира · 40.1 м² · 4/6 этаж,12 500 000 〒,Ауэзова 101,,https://krisha.kz/a/show/1000404543
1-комнатная квартира · 35 м² · 5/5 этаж,9 500 000 〒,Жусупа 105 — Мечта,,https://krisha.kz/a/show/1000404616
2-комнатная квартира · 42.9 м² · 4/4 этаж,6 000 000 〒,Бауыржана Момышулы 32,,https://krisha.kz/a/show/760406909
3-комнатная квартира · 60 м² · 4/5 этаж,16 000 000 〒,Марденова 23,,https://krisha.kz/a/show/761986426
2-комнатная квартира · 48 м² · 5/5 этаж,11 000 000 〒,Бауыржан Момышулы 56,,https://krisha.kz/a/show/761530760
2-комнатная квартира · 46.9 м² · 2/5 этаж,12 500 000 〒,Беркимбаева 99,,https://krisha.kz/a/show/695246586
1-комнатная квартира · 34.2 м² · 5/5 этаж,6 300 000 〒,40 лет Экибастуза 41,,https://krisha.kz/a/show/691097805
3-комнатная квартира · 59.5 м² · 1/5 этаж,13 800 000 〒,Марденова 13,,https://krisha.kz/a/show/687204690
2-комнатная квартира · 40 м² · 5/5 этаж,6 500 000 〒,Естая Беркимбаева 190а,,https://krisha.kz/a/show/1000394971
3-комнатная квартира · 60 м² · 4/5 этаж,14 300 000 〒,Пшембаева 18,,https://krisha.kz/a/show/761328487
4-комнатная квартира · 80 м² · 3/5 этаж,20 000 000 〒,Маргулана 3а — Район олеи вокзал кирпичның дома,,https://krisha.kz/a/show/1000403644
2-комнатная квартира · 48.8 м² · 2/5 этаж,12 500 000 〒,Беркимбаева 182,,https://krisha.kz/a/show/686311719
3-комнатная квартира · 88 м² · 7/9 этаж,16 000 000 〒,Энергетиков 36,,https://krisha.kz/a/show/1000174277
2-комнатная квартира · 37.8 м² · 5/5 этаж,8 500 000 〒,Энергетиков 63,,https://krisha.kz/a/show/1000174631
1-комнатная квартира · 35 м² · 2/5 этаж,8 000 000 〒,Ауэзова 67\2,,https://krisha.kz/a/show/1000174945
3-комнатная квартира · 70 м² · 4/6 этаж,14 000 000 〒,Машхур Жусупа 128,,https://krisha.kz/a/show/1000175408
4-комнатная квартира · 79.3 м² · 9/9 этаж,16 500 000 〒,Энергетиков 105,,https://krisha.kz/a/show/1000175146
3-комнатная квартира · 66.4 м² · 4/4 этаж,11 500 000 〒,Абая 148,,https://krisha.kz/a/show/1000177541
4-комнатная квартира · 79 м² · 2/9 этаж,27 000 000 〒,Ауэзова 21/1 — За акиматом,,https://krisha.kz/a/show/761686133
2-комнатная квартира · 48 м² · 5/5 этаж,9 000 000 〒,Машхур Жусуп,,https://krisha.kz/a/show/696099494
2-комнатная квартира · 40 м² · 5/5 этаж,9 000 000 〒,"Машхур Жусуп — Район 3й поликлиники, Нарык, Казахтелеком",Казахтелеком,https://krisha.kz/a/show/693379081
2-комнатная квартира · 49 м² · 5/5 этаж,14 000 000 〒,Шешембекова 11 — Возле парка Шахтер,,https://krisha.kz/a/show/1000403188
2-комнатная квартира · 46 м² · 2/5 этаж,12 900 000 〒,улица Бауыржана Момышулы 94 — Бауыржан Момышулы и Целинная,,https://krisha.kz/a/show/1000182160
2-комнатная квартира · 47 м² · 4/5 этаж,11 000 000 〒,Дуйсенбаева 30 30 — По шёлковом пути,,https://krisha.kz/a/show/760836105
1-комнатная квартира · 28 м² · 4/5 этаж,6 000 000 〒,Бауыржан Моышулы 35 — Ауэзова,,https://krisha.kz/a/show/762032046
1-комнатная квартира · 30 м² · 2/5 этаж,7 000 000 〒,Машхур Жусупа 71 — Достык. Пирамиса,,https://krisha.kz/a/show/1000402215
3-комнатная квартира · 84 м² · 4/5 этаж,15 000 000 〒,Дуйсенбаева 34 — Торговый дом УАК,,https://krisha.kz/a/show/760696177
1-комнатная квартира · 35 м² · 1/9 этаж,11 000 000 〒,Машхур Жусупа 68,,https://krisha.kz/a/show/697267901
2-комнатная квартира · 44 м² · 1/5 этаж,8 500 000 〒,Пшембаева,,https://krisha.kz/a/show/697957255
2-комнатная квартира · 42 м² · 1/5 этаж,8 000 000 〒,"Машхур жусупа 37б — Колос,измир,эгтк",эгтк,https://krisha.kz/a/show/686688523
2-комнатная квартира · 44 м² · 4/5 этаж,12 000 000 〒,Энергетик 40 А,,https://krisha.kz/a/show/1000204728
4-комнатная квартира · 86.4 м² · 7/9 этаж,26 500 000 〒,"Шешембекова 11В кв.21 — Центр, парк Шахтер, магазин Тарлан",магазин Тарлан,https://krisha.kz/a/show/761505925
3-комнатная квартира · 62 м² · 4/5 этаж,16 000 000 〒,Шешембекова 17,,https://krisha.kz/a/show/698777984
2-комнатная квартира · 54 м² · 1/9 этаж,16 500 000 〒,Абая 49/2,,https://krisha.kz/a/show/762030160
1-комнатная квартира · 29.8 м² · 5/5 этаж,7 000 000 〒,Королева 96 — Детский сад #26; 11-школа и 9-школа,,https://krisha.kz/a/show/699498130
3-комнатная квартира · 68 м² · 6/9 этаж,22 000 000 〒,Машхур жусупа 64,,https://krisha.kz/a/show/762029295
3-комнатная квартира · 63 м² · 2/5 этаж,14 500 000 〒,Мәншүк Маметова 73 — Мәншүк Маметова и Коралевв,,https://krisha.kz/a/show/691051721
3-комнатная квартира · 64.1 м² · 5/5 этаж,12 000 000 〒,Момышулы 60 — Small,,https://krisha.kz/a/show/684657685
3-комнатная квартира · 62 м² · 5/5 этаж,13 000 000 〒,Абая 35,,https://krisha.kz/a/show/760244769
4-комнатная квартира · 78 м² · 9/10 этаж,26 000 000 〒,Сатпаева — 5 микрорайон,,https://krisha.kz/a/show/685300130
3-комнатная квартира · 73 м² · 3/5 этаж,14 500 000 〒,50 летие Экибастузу 10а — Бывшая привокзальная,,https://krisha.kz/a/show/693629419
1-комнатная квартира · 34 м² · 6/6 этаж,8 800 000 〒,Беркимбаева,,https://krisha.kz/a/show/693748182
1-комнатная квартира · 34 м² · 3/5 этаж,6 300 000 〒,Царёва 2/23,,https://krisha.kz/a/show/762268256
2-комнатная квартира · 50 м² · 2/5 этаж,12 500 000 〒,Беркимбаева 99,,https://krisha.kz/a/show/762023089
2-комнатная квартира · 44.7 м² · 4/5 этаж,9 000 000 〒,Ауэзова 42,,https://krisha.kz/a/show/762023768
5-комнатная квартира · 100 м² · 6/9 этаж,26 000 000 〒,Ауэзова 83,,https://krisha.kz/a/show/699573370
3-комнатная квартира · 53 м² · 5/9 этаж,13 200 000 〒,Машхур Жусупа 30а,,https://krisha.kz/a/show/762021495
4-комнатная квартира · 76.9 м² · 2/5 этаж,14 800 000 〒,Маргулана 3а,,https://krisha.kz/a/show/762021470
3-комнатная квартира · 62 м² · 4/5 этаж,11 500 000 〒,Машхур Жусупа 20,,https://krisha.kz/a/show/762021752
1-комнатная квартира · 27.6 м² · 1/5 этаж,5 500 000 〒,Ломоносова 13а,,https://krisha.kz/a/show/762024497
2-комнатная квартира · 44.4 м² · 3/5 этаж,6 950 000 〒,Момашулы 30б,,https://krisha.kz/a/show/762024730
3-комнатная квартира · 58.7 м² · 4/5 этаж,13 500 000 〒,Кеншилер 12 а,,https://krisha.kz/a/show/762025081
2-комнатная квартира · 61.3 м² · 4/5 этаж,16 500 000 〒,Энергетиков 108,,https://krisha.kz/a/show/760181490
3-комнатная квартира · 62.7 м² · 5/5 этаж,11 500 000 〒,Машхур Жусупа 42а,,https://krisha.kz/a/show/699903682
1-комнатная квартира · 30.9 м² · 2/5 этаж,6 000 000 〒,Машхур Жусупа 22,,https://krisha.kz/a/show/699566631
3-комнатная квартира · 65.3 м² · 1/9 этаж,20 000 000 〒,Шешембекова 11б,,https://krisha.kz/a/show/760175430
3-комнатная квартира · 67 м² · 6/6 этаж,12 500 000 〒,Беркимбаева 112,,https://krisha.kz/a/show/699566968
2-комнатная квартира · 44 м² · 4/5 этаж,9 500 000 〒,Энергетиков 77,,https://krisha.kz/a/show/760175239
2-комнатная квартира · 36.1 м² · 2/5 этаж,8 000 000 〒,Энергетиков 91,,https://krisha.kz/a/show/760548231
3-комнатная квартира · 62 м² · 2/5 этаж,16 000 000 〒,Ауэзова 157,,https://krisha.kz/a/show/699552058
2-комнатная квартира · 44.8 м² · 1/6 этаж,12 500 000 〒,Беркимбаева 102,,https://krisha.kz/a/show/699861246
4-комнатная квартира · 62.4 м² · 2/5 этаж,15 000 000 〒,Ауэзова 30,,https://krisha.kz/a/show/760157035
3-комнатная квартира · 60 м² · 2/5 этаж,16 300 000 〒,Ауэзова 24,,https://krisha.kz/a/show/760156639
3-комнатная квартира · 66.2 м² · 9/9 этаж,17 500 000 〒,Ауэзова 49,,https://krisha.kz/a/show/699860839
2-комнатная квартира · 47.9 м² · 4/9 этаж,11 500 000 〒,Абая 72,,https://krisha.kz/a/show/760175347
3-комнатная квартира · 64.8 м² · 6/6 этаж,11 500 000 〒,Машхур Жусупа 128,,https://krisha.kz/a/show/699566742
1-комнатная квартира · 31 м² · 3/5 этаж,6 300 000 〒,Ауэзова 38,,https://krisha.kz/a/show/762024667
3-комнатная квартира · 48 м² · 3/5 этаж,9 000 000 〒,Машхур Жусупа 40г,,https://krisha.kz/a/show/699573330
2-комнатная квартира · 42 м² · 5/5 этаж,10 500 000 〒,Машхур Жусупа 37,,https://krisha.kz/a/show/762025980
2-комнатная квартира · 36 м² · 3/5 этаж,9 500 000 〒,Королева 82а,,https://krisha.kz/a/show/762026076
2-комнатная квартира · 44.9 м² · 4/5 этаж,9 500 000 〒,Энергетиктер 36а,,https://krisha.kz/a/show/762026171
4-комнатная квартира · 75.8 м² · 2/5 этаж,16 000 000 〒,Машхур Жусупа 147,,https://krisha.kz/a/show/760156221
2-комнатная квартира · 49.1 м² · 1/5 этаж,9 500 000 〒,Королева 92,,https://krisha.kz/a/show/760216451
3-комнатная квартира · 66.8 м² · 1/2 этаж,12 500 000 〒,Павлодарская 12,,https://krisha.kz/a/show/699861104
4-комнатная квартира · 71.2 м² · 5/5 этаж,15 500 000 〒,Ерганата Кушербаева 58,,https://krisha.kz/a/show/760899343
3-комнатная квартира · 64.8 м² · 4/6 этаж,16 000 000 〒,Машхур Жусупа 128,,https://krisha.kz/a/show/760453111
2-комнатная квартира · 50 м² · 4/5 этаж,13 400 000 〒,Шешембекова 13,,https://krisha.kz/a/show/760996195
3-комнатная квартира · 81.3 м² · 5/5 этаж,18 900 000 〒,Энергетиктер 108,,https://krisha.kz/a/show/760686123
3-комнатная квартира · 70.8 м² · 4/4 этаж,18 500 000 〒,Абая 150,,https://krisha.kz/a/show/760686639
4-комнатная квартира · 92.5 м² · 7/9 этаж,27 000 000 〒,Машхур Жусупа 47,,https://krisha.kz/a/show/760453042
2-комнатная квартира · 44.4 м² · 2/5 этаж,7 700 000 〒,Кеншилер 3,,https://krisha.kz/a/show/760060126
1-комнатная квартира · 35.3 м² · 1/2 этаж,6 500 000 〒,Шахтерская 53,,https://krisha.kz/a/show/760060982
2-комнатная квартира · 44.9 м² · 2/5 этаж,9 000 000 〒,Кеншилер 5,,https://krisha.kz/a/show/699567562
1-комнатная квартира · 30.9 м² · 2/5 этаж,5 800 000 〒,Машхур Жусупа 22,,https://krisha.kz/a/show/699917650
3-комнатная квартира · 81.3 м² · 5/5 этаж,18 900 000 〒,Энергетиков 108,,https://krisha.kz/a/show/760037295
4-комнатная квартира · 80.1 м² · 2/5 этаж,17 000 000 〒,Беркимбаева 166,,https://krisha.kz/a/show/699274571
3-комнатная квартира · 60.3 м² · 2/6 этаж,20 000 000 〒,Беркимбаева 98,,https://krisha.kz/a/show/760040328
3-комнатная квартира · 63.5 м² · 6/6 этаж,16 000 000 〒,Беркимбаева 102,,https://krisha.kz/a/show/760040440
3-комнатная квартира · 70.8 м² · 4/4 этаж,18 500 000 〒,Абая 150,,https://krisha.kz/a/show/760037468
3-комнатная квартира · 82 м² · 1/2 этаж,15 000 000 〒,Момашулы 47,,https://krisha.kz/a/show/760013856
3-комнатная квартира · 63.2 м² · 1/5 этаж,15 000 000 〒,Момашулы 76,,https://krisha.kz/a/show/760416166
2-комнатная квартира · 44.9 м² · 5/5 этаж,10 000 000 〒,Королева 96,,https://krisha.kz/a/show/760037163
3-комнатная квартира · 67 м² · 6/6 этаж,12 500 000 〒,Беркимбаева 112,,https://krisha.kz/a/show/699918249
3-комнатная квартира · 69 м² · 3/5 этаж,12 000 000 〒,Машхур Жусупа 31а,,https://krisha.kz/a/show/760996301
2-комнатная квартира · 44.9 м² · 4/5 этаж,9 500 000 〒,Кеншилер 15б,,https://krisha.kz/a/show/760252523
2-комнатная квартира · 42 м² · 5/5 этаж,8 200 000 〒,Момашулы 70,,https://krisha.kz/a/show/699274494
3-комнатная квартира · 78.6 м² · 1/5 этаж,14 000 000 〒,Динмухамеда Кунаева 36,,https://krisha.kz/a/show/761994686
1-комнатная квартира · 33 м² · 5/5 этаж,4 500 000 〒,Кунаева 138,,https://krisha.kz/a/show/761994556
3-комнатная квартира · 62 м² · 4/5 этаж,11 500 000 〒,Машхур Жусупа 20,,https://krisha.kz/a/show/761994458
3-комнатная квартира · 60 м² · 1/5 этаж,11 000 000 〒,Энергетиктер 77,,https://krisha.kz/a/show/761994298
3-комнатная квартира · 62.2 м² · 2/5 этаж,10 500 000 〒,Ломоносова 17,,https://krisha.kz/a/show/761994213
3-комнатная квартира · 60 м² · 3/5 этаж,13 500 000 〒,Королева 80,,https://krisha.kz/a/show/761993799
2-комнатная квартира · 49.3 м² · 5/5 этаж,11 500 000 〒,Беркимбаева 101,,https://krisha.kz/a/show/699916535
4-комнатная квартира · 78.7 м² · 2/5 этаж,17 000 000 〒,Маргулана 3а,,https://krisha.kz/a/show/760040882
3-комнатная квартира · 65.3 м² · 1/9 этаж,18 500 000 〒,Шешембекова 11б,,https://krisha.kz/a/show/760041090
2-комнатная квартира · 38.7 м² · 4/9 этаж,8 000 000 〒,Сатпаева 50,,https://krisha.kz/a/show/760216018
2-комнатная квартира · 45 м² · 5/5 этаж,10 000 000 〒,Королева 96,,https://krisha.kz/a/show/760686013
4-комнатная квартира · 82 м² · 2/5 этаж,20 000 000 〒,Шакарима 13,,https://krisha.kz/a/show/760041717
4-комнатная квартира · 84 м² · 9/9 этаж,20 500 000 〒,Машхур Жусупа 48,,https://krisha.kz/a/show/760041627
2-комнатная квартира · 43.3 м² · 3/5 этаж,9 500 000 〒,Ломоносова 11а,,https://krisha.kz/a/show/760042000
4-комнатная квартира · 65 м² · 5/5 этаж,9 000 000 〒,Машхур Жусупа 107,,https://krisha.kz/a/show/760041869
2-комнатная квартира · 44.5 м² · 5/5 этаж,9 500 000 〒,Энергетиктер 46г,,https://krisha.kz/a/show/760041519
3-комнатная квартира · 58.1 м² · 3/5 этаж,13 500 000 〒,Машхур Жусупа 28,,https://krisha.kz/a/show/760041421
2-комнатная квартира · 50.2 м² · 4/5 этаж,12 500 000 〒,40 лет Экибастуза 41,,https://krisha.kz/a/show/760306809
2-комнатная квартира · 47.5 м² · 1/5 этаж,9 500 000 〒,Бауыржана Момышулы 76,,https://krisha.kz/a/show/760307037
3-комнатная квартира · 62 м² · 3/6 этаж,15 000 000 〒,М.Жусупа 128 — 31 мкр,,https://krisha.kz/a/show/694300051
3-комнатная квартира · 62 м² · 4/5 этаж,22 000 000 〒,Машхур-Жусупа 85 — Рядом с магазином Достык,,https://krisha.kz/a/show/760398354
3-комнатная квартира · 68.3 м² · 4/9 этаж,17 500 000 〒,Беркимбаева,,https://krisha.kz/a/show/674672942
2-комнатная квартира · 51.6 м² · 4/6 этаж,9 500 000 〒,М.Жусупа 118 — Пересечение улиц М.Жусупа и Бухар жырау,,https://krisha.kz/a/show/1000182870
3-комнатная квартира · 61.4 м² · 5/5 этаж,15 300 000 〒,Кошербаева 56а,,https://krisha.kz/a/show/760001907
1-комнатная квартира · 39.9 м² · 3/5 этаж,12 768 000 〒,Ауэзова 101,,https://krisha.kz/a/show/761176209
1-комнатная квартира · 38.6 м² · 3/5 этаж,13 896 000 〒,Ауэзова 101,,https://krisha.kz/a/show/761175901
2-комнатная квартира · 47.4 м² · 5/5 этаж,9 000 000 〒,Ломоносова 13а,,https://krisha.kz/a/show/698830694
4-комнатная квартира · 80 м² · 8/10 этаж,25 500 000 〒,Жусупа 52/5,,https://krisha.kz/a/show/699398836
3-комнатная квартира · 59 м² · 4/5 этаж,15 000 000 〒,Королева 80,,https://krisha.kz/a/show/681582685
4-комнатная квартира · 74.9 м² · 3/3 этаж,17 000 000 〒,Алии Молдагуловой 18,,https://krisha.kz/a/show/1000395903
2-комнатная квартира · 45 м² · 3/5 этаж,11 000 000 〒,Королёва 92,,https://krisha.kz/a/show/1000175290
1-комнатная квартира · 32 м² · 2/5 этаж,7 500 000 〒,Марденова 17 — ЕИТИ,,https://krisha.kz/a/show/695429819
2-комнатная квартира · 50 м² · 1/5 этаж,8 000 000 〒,Пшенбаева 28,,https://krisha.kz/a/show/687296164
3-комнатная квартира · 70 м² · 9/12 этаж,20 500 000 〒,М-Жусупа 58а,,https://krisha.kz/a/show/687296696
2-комнатная квартира · 45.5 м² · 5/5 этаж,8 500 000 〒,Энергетиков 97,,https://krisha.kz/a/show/1000170805
1-комнатная квартира · 34 м² · 1/6 этаж,7 500 000 〒,Машхур Жусупа 130,,https://krisha.kz/a/show/1000173628
1-комнатная квартира · 25.4 м² · 1/5 этаж,6 100 000 〒,Королева 86,,https://krisha.kz/a/show/761459423
1-комнатная квартира · 30.2 м² · 4/5 этаж,6 500 000 〒,Строительная 26,,https://krisha.kz/a/show/761175548
2-комнатная квартира · 42 м² · 4/5 этаж,7 900 000 〒,М. Ауэзова 26 — М. Жусупа,,https://krisha.kz/a/show/669471878
4-комнатная квартира · 82 м² · 8/10 этаж,21 000 000 〒,М.Ауэзова 49 — Болашак,,https://krisha.kz/a/show/698227157
3-комнатная квартира · 63.1 м² · 4/5 этаж,18 000 000 〒,Шешембекова 7а,,https://krisha.kz/a/show/1000169501
3-комнатная квартира · 60 м² · 4/5 этаж,14 700 000 〒,Марденова бульв 11,,https://krisha.kz/a/show/1000169700
2-комнатная квартира · 45.2 м² · 1/5 этаж,8 500 000 〒,Машхур Жусупа 28,,https://krisha.kz/a/show/1000170162
2-комнатная квартира · 48 м² · 1/5 этаж,10 500 000 〒,Естая Беркимбаева 182б,,https://krisha.kz/a/show/1000170604
3-комнатная квартира · 62.5 м² · 8/9 этаж,14 000 000 〒,М. Ауэзова 77 — Кафе Бальзам,,https://krisha.kz/a/show/761055480
4-комнатная квартира · 83 м² · 8/10 этаж,21 000 000 〒,улица Ауэзова 49,,https://krisha.kz/a/show/667679308
2-комнатная квартира · 57.5 м² · 3/9 этаж,14 000 000 〒,Энергетиков 36,,https://krisha.kz/a/show/1000393297
4-комнатная квартира · 80 м² · 5/5 этаж,15 000 000 〒,"Маргулана 3а — Фонтан, баянаульские камни, автовокзал",автовокзал,https://krisha.kz/a/show/760756677
3-комнатная квартира · 72 м² · 4/6 этаж,25 000 000 〒,Абай 49/1 1,,https://krisha.kz/a/show/1000171793
3-комнатная квартира · 73.8 м² · 2/5 этаж,26 000 000 〒,Энергетиктер 70,,https://krisha.kz/a/show/1000392469
3-комнатная квартира · 60.5 м² · 5/5 этаж,13 500 000 〒,Кошербаева 64 Б,,https://krisha.kz/a/show/1000392455
2-комнатная квартира · 47 м² · 5/5 этаж,8 800 000 〒,Королёва 92,,https://krisha.kz/a/show/697635238
4-комнатная квартира · 61.5 м² · 5/5 этаж,4 000 000 〒,Кеншилер 13 — 4 микрорайон,,https://krisha.kz/a/show/762021776
4-комнатная квартира · 84 м² · 5/5 этаж,14 500 000 〒,Алии Молдагуловой 47а,,https://krisha.kz/a/show/1000391113
3-комнатная квартира · 73.2 м² · 3/5 этаж,24 000 000 〒,Машхур жусупа 37г,,https://krisha.kz/a/show/699120105
3-комнатная квартира · 80 м² · 2/2 этаж,14 500 000 〒,"Царева 19 — На пересечении Царева-Кеншилер, напротив Ата-Муры",напротив Ата-Муры,https://krisha.kz/a/show/760203555
2-комнатная квартира · 43.7 м² · 1/5 этаж,9 000 000 〒,Королева 98,,https://krisha.kz/a/show/697824292
4-комнатная квартира · 78.8 м² · 4/10 этаж,24 800 000 〒,Машхур Жусупа 84,,https://krisha.kz/a/show/1000391009
1-комнатная квартира · 35 м² · 4/9 этаж,9 000 000 〒,Мухтар Ауэзова 91,,https://krisha.kz/a/show/1000390790
1-комнатная квартира · 34 м² · 1/9 этаж,8 500 000 〒,М.Жусупа 80,,https://krisha.kz/a/show/697274279
4-комнатная квартира · 62.8 м² · 5/5 этаж,16 000 000 〒,Машхур Жусупа 34,,https://krisha.kz/a/show/697678691
2-комнатная квартира · 44.1 м² · 3/5 этаж,10 500 000 〒,Машхур Жусупа 20,,https://krisha.kz/a/show/697882730
3-комнатная квартира · 62.5 м² · 5/5 этаж,10 500 000 〒,Абая 39,,https://krisha.kz/a/show/698252251
2-комнатная квартира · 50.6 м² · 5/6 этаж,11 200 000 〒,Шакарим 1,,https://krisha.kz/a/show/698240267
2-комнатная квартира · 51.3 м² · 3/5 этаж,10 500 000 〒,Шакарима 3,,https://krisha.kz/a/show/697877371
4-комнатная квартира · 76.7 м² · 7/9 этаж,27 000 000 〒,Абая 70,,https://krisha.kz/a/show/1000168404
2-комнатная квартира · 50.8 м² · 6/9 этаж,14 500 000 〒,Машхур Жусупа 72а,,https://krisha.kz/a/show/691137646
1-комнатная квартира · 33 м² · 1/6 этаж,8 000 000 〒,Шакарим 1,,https://krisha.kz/a/show/678742820
1-комнатная квартира · 38.7 м² · 2/5 этаж,7 900 000 〒,Королева 78,,https://krisha.kz/a/show/690502488
3-комнатная квартира · 60 м² · 1/5 этаж,16 000 000 〒,Энергетиков 40а,,https://krisha.kz/a/show/1000388293
2-комнатная квартира · 43.2 м² · 2/5 этаж,8 500 000 〒,Бауыржан Момышулы 34,,https://krisha.kz/a/show/694198283
2-комнатная квартира · 54.6 м² · 5/9 этаж,18 900 000 〒,Ауэзова 47 — ТРЦ Максимолл,,https://krisha.kz/a/show/760758318
2-комнатная квартира · 42.1 м² · 5/5 этаж,8 900 000 〒,Сатпаева 13 — Сош 24,,https://krisha.kz/a/show/699682230
3-комнатная квартира · 67 м² · 2/9 этаж,19 300 000 〒,М. Жусупа 64 Б — Каспий банк,,https://krisha.kz/a/show/760745632
2-комнатная квартира · 50.9 м² · 4/5 этаж,10 800 000 〒,Ауэзова 73 — Кафе Бальзам,,https://krisha.kz/a/show/698365757
4-комнатная квартира · 72.2 м² · 3/5 этаж,22 000 000 〒,Западная 58 — Бахытле,,https://krisha.kz/a/show/760805973
3-комнатная квартира · 61 м² · 3/5 этаж,15 500 000 〒,Каралёва 70 — Магазин Триумф,,https://krisha.kz/a/show/699118804
3-комнатная квартира · 58.4 м² · 3/5 этаж,17 500 000 〒,М. Жусупа 126 — 7 садик,,https://krisha.kz/a/show/697911238
3-комнатная квартира · 68.3 м² · 4/9 этаж,17 500 000 〒,Беркимбаева 92,,https://krisha.kz/a/show/761410759
2-комнатная квартира · 56 м² · 2/2 этаж,9 999 999 〒,Машхур жусупа,,https://krisha.kz/a/show/1000386721
3-комнатная квартира · 67 м² · 6/9 этаж,18 000 000 〒,"Беркембаева 104 — Гринвич,18 школа,13-14 садики",13-14 садики,https://krisha.kz/a/show/698996544
3-комнатная квартира · 60 м² · 5/5 этаж,12 000 000 〒,Е. Кушербаева 60 — Кегок,,https://krisha.kz/a/show/691696921
2-комнатная квартира · 42 м² · 3/5 этаж,11 000 000 〒,Б.Момышулы 42 — Район 10 школы,,https://krisha.kz/a/show/681286483
3-комнатная квартира · 60 м² · 4/5 этаж,15 500 000 〒,Машхур/ Жусупа — Ауэзова/ Торйгырова,,https://krisha.kz/a/show/688838747
3-комнатная квартира · 60 м² · 4/5 этаж,15 500 000 〒,6-й микрорайон 65,,https://krisha.kz/a/show/665959797
1-комнатная квартира · 34.8 м² · 3/5 этаж,8 500 000 〒,Абая 160 б,,https://krisha.kz/a/show/692356929
2-комнатная квартира · 55 м² · 2/5 этаж,13 000 000 〒,Машхур Жусупа 159,,https://krisha.kz/a/show/693803338
2-комнатная квартира · 48 м² · 1/5 этаж,10 500 000 〒,Беркимбаева 182Б,,https://krisha.kz/a/show/1000159359
2-комнатная квартира · 45.6 м² · 3/5 этаж,9 000 000 〒,Машхур Жусупа 33А,,https://krisha.kz/a/show/1000159508
2-комнатная квартира · 45.5 м² · 5/5 этаж,8 500 000 〒,Энергетиков 97,,https://krisha.kz/a/show/1000159600
2-комнатная квартира · 30 м² · 3/5 этаж,11 000 000 〒,Ауэзова 42,,https://krisha.kz/a/show/1000159708
2-комнатная квартира · 48.2 м² · 3/5 этаж,11 000 000 〒,Машхур Жусупа 24,,https://krisha.kz/a/show/1000159903
2-комнатная квартира · 48 м² · 2/5 этаж,12 000 000 〒,Ерганата Кошербаева 64Б,,https://krisha.kz/a/show/1000160042
1-комнатная квартира · 30 м² · 1/5 этаж,7 500 000 〒,Королёва 100 — Королёва московская энергетиков,,https://krisha.kz/a/show/762251786
3-комнатная квартира · 73.1 м² · 3/6 этаж,20 000 000 〒,Бухар Жырау 280А,,https://krisha.kz/a/show/1000192642
4-комнатная квартира · 62 м² · 5/5 этаж,16 000 000 〒,Абая 39 — Абая ауезова,,https://krisha.kz/a/show/761534098
1-комнатная квартира · 31 м² · 4/5 этаж,8 500 000 〒,Беркимбаева,,https://krisha.kz/a/show/698149776
2-комнатная квартира · 51.4 м² · 4/5 этаж,13 500 000 〒,Бауыржан Момышұлы 62,,https://krisha.kz/a/show/696132651
2-комнатная квартира · 45 м² · 2/5 этаж,11 000 000 〒,Энергетиков — Роддом. Топаз,,https://krisha.kz/a/show/687487432
2-комнатная квартира · 45 м² · 1/5 этаж,11 000 000 〒,Энергетиков 97,,https://krisha.kz/a/show/762289082
3-комнатная квартира · 67 м² · 7/10 этаж,20 000 000 〒,Сатпаева 8/3 — Машхур Жусупа,,https://krisha.kz/a/show/688964045
2-комнатная квартира · 44 м² · 5/5 этаж,15 800 000 〒,19 мкр,,https://krisha.kz/a/show/687893219
4-комнатная квартира · 92.5 м² · 7/9 этаж,28 000 000 〒,М жусупа 47 — Казахстан.Акимат,,https://krisha.kz/a/show/760869989
3-комнатная квартира · 66.3 м² · 4/5 этаж,14 000 000 〒,Машхур Жусуп 157,,https://krisha.kz/a/show/760900036
3-комнатная квартира · 58 м² · 2/5 этаж,13 000 000 〒,Машхур Жусуп 126,,https://krisha.kz/a/show/760530620
3-комнатная квартира · 62 м² · 4/5 этаж,11 500 000 〒,Машхур Жусуп 20,,https://krisha.kz/a/show/761808947
3-комнатная квартира · 57.2 м² · 5/5 этаж,12 500 000 〒,Пшембаева 16,,https://krisha.kz/a/show/760372558
2-комнатная квартира · 42.7 м² · 3/5 этаж,12 500 000 〒,Абая 33,,https://krisha.kz/a/show/760547585
3-комнатная квартира · 61.4 м² · 5/5 этаж,15 500 000 〒,Кушербаева 56а,,https://krisha.kz/a/show/761311981
3-комнатная квартира · 66.3 м² · 4/5 этаж,14 000 000 〒,Машхур Жусуп 157,,https://krisha.kz/a/show/760016187
